one,two,three,four,key
0.467976300189,-0.0386485396255,-0.295344251987,-1.82472622729,L
-0.358893469543,1.40445260007,0.704964644926,-0.200638304015,B
-0.50184039929,0.659253707223,-0.421690619312,-0.0576883018364,G
0.204886212202,1.07413396504,1.38836131252,-0.982404023494,R
0.354627914484,-0.133115852296,0.283762637978,-0.837062961653,Q
1.81748001608,0.742272722638,0.419394843928,-2.25103520513,Q
-0.776764319165,0.935517747061,-0.332871759623,-1.87564085416,U
-0.913134961617,1.53062351168,-0.572656719239,0.477252252981,K
0.358479538224,-0.49757199147,-0.367016188009,0.507701778685,S
-1.74087710829,-1.16041658062,-1.63783027929,2.17220101238,G
0.24056373835,-0.328249185208,1.25215525783,1.07279626643,8
0.764018252198,1.16547617218,-0.639544262638,1.49525751956,R
0.571034923177,-0.310537224251,0.582437274651,-0.2987651796,1
2.31765810894,0.430709506296,-1.33421573445,0.199679483557,P
1.54777073472,-1.11975292512,-2.27763354506,0.329585909852,J
-1.31060811665,0.401719086645,-1.00098707369,1.15670834954,E
-0.0884964396951,0.634711729043,0.153323985774,0.415334751149,B
-0.0186628260149,-0.247487241047,-1.44652215689,0.750937748749,A
-0.0701272145463,-1.57909726069,0.120891794918,0.671431885035,F
-0.194677940725,-0.492039150308,2.35960484963,0.319810396195,H
-0.248617847177,0.868706587235,-0.492226143765,-0.717959381922,W
-1.09154895394,-0.867110226119,-0.647760443099,-0.832561559975,C
0.641404300148,-0.138821578977,-0.621962804042,-0.284839425379,C
1.21640846838,0.99268666512,0.165161778012,-0.0696186082242,V
-0.564474180519,0.792832268133,0.747052842907,0.57167515791,I
1.75987899507,-0.515665834496,-0.230480686323,1.36231722352,S
0.126266090531,0.309281375664,0.38281996138,-0.239199054993,L
1.33436047951,-0.100152166835,-0.840730552173,-0.643966598255,6
-0.737620017711,0.278087463151,-0.053235240431,-0.950971590734,J
-1.1484864849,-0.986292150868,-0.144963115417,0.124362404338,Y
1.63059449241,0.243886206002,0.468368306354,1.25804787443,F
1.04488953219,0.0807175385621,0.857885542829,-0.298381802517,J
-0.262542542362,-1.61519874791,-1.08723871374,0.759029075237,T
0.0201440713103,1.10779156618,-0.559435335039,-0.481925210095,M
-1.20391554609,1.88534310731,-0.0804704068388,0.25064589327,J
0.366914548813,-2.43008643092,-1.05344696342,0.346278884194,A
0.434220473424,-0.0798625386706,-0.422976747932,-0.0742721760915,I
0.0406656980213,-1.81021570262,-0.189192727269,1.22926636581,G
1.33845943246,0.338489099729,-0.213446105129,2.32592341971,Q
0.572981073363,0.782663875351,1.30767321124,1.61995725335,X
0.762428447112,-0.648528798886,1.93651473707,-1.15966561312,J
-1.25204557796,-1.53853949038,1.0422813822,0.623835121823,A
-0.0475302140596,-0.494310199706,-0.165460018905,0.472929032513,J
0.124547711991,0.730791450242,-0.25752685093,-1.51125664924,G
0.801889237656,-0.462780621429,-1.73462083332,0.674768319362,R
-0.992306666472,-1.09683007882,-2.0617943017,0.035390605957,R
-0.109662774864,2.57709376617,0.91356252242,0.613594050216,V
-0.541680906279,1.5100313553,0.467944825377,0.553225037837,N
-0.0795865737601,-0.609923697841,0.35383422895,1.10803005914,M
-0.0437516462601,-0.410666385961,-0.729599036366,0.263223371713,P
-0.761490177447,1.10418191625,1.27060866366,-0.319284452382,O
-0.804975073037,0.559520138339,1.05223226496,-0.645574265818,F
0.35394105397,1.82996269805,0.398922026361,-1.52223131661,O
1.54163640493,0.478316068959,-0.666760327343,1.36717494756,X
-0.987620842341,0.337534288405,0.386934953004,1.99614391761,Z
-0.353462320307,-0.448433452071,-0.420520291568,0.606223206634,N
-0.275687122051,0.127910363851,0.877755572144,0.141774294303,6
0.448882070123,-0.0164103203039,-0.0414342913919,0.483096480304,6
-0.0437649578253,-0.878445916853,1.52507535186,0.00822316479269,Q
-0.0644155835746,0.080920574987,0.644715202274,0.393025120766,T
0.0150183089497,-1.62030091273,0.465865552616,1.63737662602,X
0.579715377177,-0.565645982402,-0.812128961966,1.53280260401,H
-0.324507167079,1.85335063636,-2.26860910203,-0.355131709073,F
-0.100246742541,-1.9546139579,0.132518774906,0.83692675288,K
0.275725087798,0.349561138652,-0.617722975053,0.675990898106,F
0.300486311556,-0.914367342324,-1.6046088239,-0.90545849944,P
-0.362382393314,0.708360644964,-0.388316739311,-2.32876299592,I
0.805330955425,0.0736168178539,0.481166223853,0.632620759249,Q
0.786095366054,0.0951374087988,-1.04996472851,1.82879833145,K
0.20781502657,1.40727518965,-1.04479960125,0.140207499487,2
1.80974963809,0.592023139186,-0.146214836643,-0.113817691749,J
0.190562146781,-2.88635875932,0.514364781284,-2.2081180574,F
0.844977118094,-0.164290184848,0.218672395512,0.0990115476933,D
0.195035085082,-0.649590655548,2.17166386104,0.453465558806,I
-0.0564333653869,1.75865043501,-0.448091017018,0.346784396043,C
-0.11260915388,-2.64245701436,-0.487309941502,-0.220507107741,K
-1.39531912204,0.573474013814,-0.0133236905274,-1.30707048628,C
-2.08027277833,0.0974981483635,0.321489166278,0.0126076722626,E
0.88317164615,0.490426984887,-0.799299286482,-0.699668792454,U
-0.138631966525,-1.41784482297,-0.199678277638,1.19929867533,V
-0.961579329566,1.16624685822,-1.12495332265,0.201727835778,D
1.30145347696,1.07711713668,0.56050246064,0.859991127179,U
0.0636793444679,-0.995532083484,0.879547223724,-0.0124713077028,R
-0.373381111798,0.982861169257,-0.0375341446861,-1.33785580601,G
1.49229222711,0.485490431128,0.129313292844,1.73356873962,Y
-0.908491526543,0.498234275772,-0.588843697186,-0.903956188452,8
1.13713975779,0.977509103934,-0.940993915461,0.149012866744,7
-1.04983803109,2.45342509904,1.23008741443,-2.06850760711,K
1.48519893861,-0.806453458123,-0.475087116613,0.936801368414,D
-0.790436911077,1.8238515301,0.470826739735,0.898781975943,J
2.02480808353,0.0322506496307,1.31529742078,-0.156432529592,S
0.379253002685,-1.05940924098,-1.13206803173,1.22229604428,I
2.40321605952,-1.79252836422,-0.917572680139,-0.88669297209,T
1.24997470755,1.49152996563,0.371475805897,-0.000464620420962,C
0.501130600702,-1.8524509796,1.11035434692,0.508864733821,E
1.10652128242,0.0981530997183,0.789793234562,1.19269254286,T
-0.540542595454,1.78256921968,0.0519310959987,0.463867655906,Q
-0.101979890355,0.981720222277,1.10699018111,-1.75226932921,M
0.632107381338,-0.761419236427,1.42793044112,-0.0469283588887,F
1.00977860887,-0.608379336968,-1.40510505648,-1.17505405942,F
-0.602747944659,-0.182503514402,-0.768163968379,1.26068635765,X
-0.0391054339894,-0.0695099824413,-1.35805194008,-0.292858620366,0
-0.345100573788,-0.179476870638,-0.904657664386,-0.0712867473108,T
-0.759495118894,0.225916245652,2.2358717609,-0.00448980823071,X
-1.6867705196,0.742275516539,0.48587599627,1.79850711251,Q
0.145697316417,0.805037295613,0.350361830434,-0.540234679436,O
2.48765369604,-0.147867121811,0.580688201183,-0.305696173077,S
0.38016591287,-0.592483279562,0.393693377794,-0.463216602736,M
0.96354902595,-1.55030192705,-0.944962257052,0.121546253521,K
-0.0403846130388,-0.312648567879,-1.19660390862,1.0750431857,S
0.938356628434,-0.235761104349,-0.0773603113055,1.16215015537,4
0.190303261201,-0.425472860755,0.362347382137,-0.688710660785,U
0.256419161128,0.0826694187979,-2.30275824842,-0.446115220145,6
0.690971664806,0.871498395659,0.948468891564,0.644683368429,7
-1.15778132548,0.0936961784472,-0.765272815741,-0.724766824934,Q
-0.295462233706,-0.832817149695,1.49020373854,-0.420786204612,F
0.132722962244,-1.25578038911,1.37000771682,1.14448991761,I
-0.111380676194,0.572076202947,1.8079619052,1.09020474362,N
0.178699745816,-1.60883234776,2.1746148394,-1.35173849821,6
1.20218256712,0.179582552204,0.202061214889,-0.731213132128,F
-0.674446571006,-0.184702666166,0.706721251292,0.718680803788,H
1.76553544644,-0.951931579911,0.320146510176,-1.15934952511,Z
-1.2478849863,-0.725490485007,0.541997606469,-0.126572143755,W
-1.1640445457,-0.647618961239,-0.550283265919,1.16494340443,H
1.81613255613,-0.393382465546,-1.21291011478,-0.317186597786,C
0.499882890819,-1.18363110139,-0.638619314755,-0.785336775967,Y
1.22849889391,1.25347911733,-0.221459415048,-0.0654131965162,H
1.01895127853,-0.423936860698,-1.72455343475,-0.823409084355,A
-0.169892938696,0.301071840312,1.40996063006,-0.516055941099,X
0.883067867689,0.950612783539,0.783765906001,0.776406924195,6
1.03277821333,-0.0929303289895,0.600042004986,0.173515461043,C
-0.249224588436,-0.0648201009871,-0.0127630546134,0.0304726487395,N
0.556590447301,1.97690140411,0.130668936682,2.71966409048,I
0.16107564162,-1.3149395378,-0.605192051164,-0.732212975124,S
-1.84206221975,0.0109146960347,-0.0132330195161,-0.29825942451,C
1.72723710088,1.67458417387,-0.988291322079,0.512445217364,H
-0.190386389574,-0.184385010197,1.16329213344,-1.05989578865,Y
0.69311133934,0.815751494672,-2.38869472458,-0.201710174422,J
-0.0621126729433,-0.00984964476467,0.658452659654,0.782909762977,X
0.880939751586,-0.707391129783,-0.750939055668,-0.0423814584647,Y
-0.592837623954,-0.700117210885,0.831351965158,-1.15891084185,V
1.62834979618,0.404618215489,0.0863343325974,0.278913544915,V
0.210544278316,-0.909438189136,0.903899753529,0.471579103734,0
0.033606494896,-0.882900260313,-0.345729265059,-0.317833493034,C
-0.0755744023429,-0.616260178437,-0.342470997941,0.850522271235,F
-1.26295070974,-0.167273237609,1.45780742884,-0.37563609476,H
-0.289513268133,-0.927606335239,0.950207336839,1.23406721349,R
1.34653227067,1.08338934179,-0.840822696227,0.525032166375,N
0.698212579575,-1.2635370225,0.0345888504173,-1.08271314806,U
-0.798004160565,-1.30179455306,-1.95685241187,-1.2841200757,H
0.042611218243,-0.175943187928,-1.01597727921,0.668173594623,B
1.52264922941,2.29139247927,1.5064450569,-0.448051016456,I
0.54911837215,-0.439673137424,0.651228776652,2.6480462772,4
0.119467771322,0.224633361843,-0.462936521536,1.41015553196,B
-0.323899441166,-0.115278120343,-2.24762512685,0.271304098854,S
-0.569092884953,1.86005610394,-2.5526005446,-0.433538185597,8
0.112111473607,-0.845797840143,1.00631020207,1.13883188261,S
-0.499492134991,0.91641467488,-1.04521512609,-0.50757820342,F
0.376336174588,0.764118507122,0.935520356664,-0.594284323631,E
0.0435519604575,-1.13311390808,1.83995995892,1.07689076788,8
0.08521566085,2.51096445751,-1.05481405994,0.673699680303,M
-1.78187926997,-1.08540212875,-0.0523621760075,-1.07072106964,S
